,Ndb Id,Tweet_Created,Tweet_Text
23,45318621,2019-01-30 15:28:25,"Philadelphia Candies Milk Chocolate Covered Butter Creams (Traditional Soft Centre) Gift Box,… https://t.co/YhWnOD4Xuz https://t.co/7nZXAMqg6f"
24,45318621,2019-01-30 15:28:21,"Philadelphia Candies Milk Chocolate Covered Butter Creams (Traditional Soft Centre) Gift Box,… https://t.co/r2zuKpkoGW https://t.co/4R3FxPmjHs"
25,45318621,2019-01-30 15:28:18,"Philadelphia Candies Milk Chocolate Covered Butter Creams (Traditional Soft Centre) Gift Box,… https://t.co/cIp4cWtomR https://t.co/kKmoIbb8yx"
26,45318621,2019-01-30 15:28:16,"Philadelphia Candies Milk Chocolate Covered Butter Creams (Traditional Soft Centre) Gift Box,… https://t.co/f0JTD62DXG https://t.co/5LN27UcTW9"
27,45318621,2019-01-30 15:28:13,"Philadelphia Candies Milk Chocolate Covered Butter Creams (Traditional Soft Centre) Gift Box,… https://t.co/eYbA1IboNx https://t.co/GYdsABoMsY"
28,45318621,2019-01-30 15:28:10,"Philadelphia Candies Milk Chocolate Covered Butter Creams (Traditional Soft Centre) Gift Box,… https://t.co/eKCeICI0gx https://t.co/7s5xkU5wBs"
29,45318621,2019-01-30 15:02:54,RT @wildheartshor: can’t wait for valentine’s day so i can enjoy being single by watching romantic movies and eating sweet heart candies &amp;…
30,45318621,2019-01-30 14:58:31,"@KJP37801124 I remember the Cola Bottles. As for my choice, we have different candies in the US...but I like Good &amp; Plenty (Candy coated licorice drops)...as for chocolate...ANYTHING CHOCOLATE!😉😆... I do favor Toffee Sponge in chocolate...I think it is called a ""Crunchie"" bar over there. 😊"
31,45318621,2019-01-30 14:54:29,@Brendan_Tobin Hope not. Only candies that have the golden ratio of mint to chocolate are York Peppermint Pattie and Junior Mints.
32,45318621,2019-01-30 14:54:13,"RT @JenniferOsmond3: #çarpışma  They are #çarpışma's Honey, Maple syrup Candies🍬Cinnamon Buns , Apple pies 🥧Strawberry cake🎂 Chocolate Cook…"
33,45318621,2019-01-30 14:47:51,"#çarpışma  They are #çarpışma's Honey, Maple syrup Candies🍬Cinnamon Buns , Apple pies 🥧Strawberry cake🎂 Chocolate Cookies🍪 Chocolate Doughnuts 🍩 Custard🍮 Ice cream Chocolate Cake🥮  Vanilla Cup Cakes🧁 Cotton Candies  n much more 😍 https://t.co/ypXFzA76Rj"
34,45318621,2019-01-30 14:33:55,Bevan's Own Make Candy has candies and chocolate for your Valentine #Valentines2019 #ShopLocalShopMedia https://t.co/LQdGZLAqSj
35,45318621,2019-01-30 13:27:13,"SUGAR AVENUE 🍭🍬

Opens on february 11-15 located at junior high school department, Pangasinan State University Bayambang Campus.

•Assorted candies
•Fruits dipped in chocolate
•Heart shape Balloons
•Games

We make every moments sweeter than ever, see you there! 🍫"
36,45318621,2019-01-30 13:18:29,"The exhibit of BakeMate at #ISM2019 was a success with all the #delegates gathering to get a look at our #Products . A day left to go, come check out our products at Hall 11.2, Stand no. G59.
#Cookies #confectionery #biscuits #sweets #chocolate  #snacks #Bakemate #candies https://t.co/nuIxNR7boJ"
37,45318621,2019-01-30 13:07:26,"Pucker Up Pack - Buy 3 Get 1 FREE! Delicious 4.5oz Milk Chocolate Lips, and packaged with sour lips and raspberry heart candies.  #ValentinesDay2019 https://t.co/xNfbVICrs6"
38,45318621,2019-01-30 12:57:30,"RT @worldbrandesign: ⠀
LOCO Studio @studio_loco - Fable candies ⠀
. ⠀
Featured: @worldbranddesign ⠀
Submit: https://t.co/UituFPkYHc ⠀
. ⠀
#…"
39,45318621,2019-01-30 12:22:46,"@nbc4i Marie’s Candies in West Liberty, Ohio. They are truly the best around, and their story of how they started years ago is worth knowing. Check out this top notch chocolate candy store."
40,45318621,2019-01-30 12:03:28,Oh And you Also Katy..=-)..These Are Also Very Delicious Katy..=-)..Blue Diamond Almonds..=-)..And Also We Can Have Some Of The Finest Candies And Pastries..=-)..Like Hershey's Chocolate..=-)..Candy Corn..=-)..Cheesecakes Also With Strawberries Katy..=-)..
41,45318621,2019-01-30 08:16:59,Why is that @seescandies Dark Chocolate Nuts and Chews doesn’t come with a schematic of which candies are which? It’s like damn Russian Roulette with the candies.
42,45318621,2019-01-30 08:15:19,"Last day in #ISM2019, last opportunity to taste our newest candies, the vegans (BE4), the organics (BIO) or our tradicional varieties #pineuts #chocolate #creams #caféaulait #sugarfree Visit us at '11.1 Hall, F-037 Stand' We wait you! https://t.co/BymDyqR3tK"
43,45318621,2019-01-30 07:20:39,Philadelphia Candies Milk Chocolate Covered Assorted Creams (Traditional Soft Centre) Gift… https://t.co/KuBBSKQBOT https://t.co/df0KIJhjuf
44,45318621,2019-01-30 07:20:36,Philadelphia Candies Milk Chocolate Covered Assorted Creams (Traditional Soft Centre) Gift… https://t.co/gWt77CyW4g https://t.co/7w7ApoP47r
45,45318621,2019-01-30 07:20:33,Philadelphia Candies Milk Chocolate Covered Assorted Creams (Traditional Soft Centre) Gift… https://t.co/RG9rzEDego https://t.co/MairpC53Av
46,45318621,2019-01-30 07:20:30,Philadelphia Candies Milk Chocolate Covered Assorted Creams (Traditional Soft Centre) Gift… https://t.co/thLYqYNICY https://t.co/ZXjjr1VHGc
47,45318621,2019-01-30 07:20:28,Philadelphia Candies Milk Chocolate Covered Assorted Creams (Traditional Soft Centre) Gift… https://t.co/HCODhDZGSb https://t.co/zdEEytKIYS
48,45318621,2019-01-30 07:20:25,Philadelphia Candies Milk Chocolate Covered Assorted Creams (Traditional Soft Centre) Gift… https://t.co/j5zQjAvYnC https://t.co/kW5u5TtUEj
49,45318621,2019-01-30 07:20:23,Philadelphia Candies Milk Chocolate Covered Assorted Creams (Traditional Soft Centre) Gift… https://t.co/mbpBTgc4LE https://t.co/hwowIftHUV
50,45318621,2019-01-30 07:20:21,Philadelphia Candies Milk Chocolate Covered Assorted Creams (Traditional Soft Centre) Gift… https://t.co/h1lrw4uHFQ https://t.co/SmBbdrAkOI
51,45318621,2019-01-30 06:56:08,@AyAmilli Because they’re so bland and do not compare to other chocolate candies! and trey and I have this argument every night
52,45318621,2019-01-30 05:44:42,"RT @DowntownGB: Mimosas &amp; shopping at Sunrise on Main Boutique ✔️
Chocolate from Beerntsen's Candies ✔️
Delicious snacks &amp; hot coffee from…"
53,45318621,2019-01-30 05:29:05,@tigerlilytse Bonbons are candies -- I think chocolate candies.  It's french.
54,45318621,2019-01-30 05:10:11,can’t wait for valentine’s day so i can enjoy being single by watching romantic movies and eating sweet heart candies &amp; chocolate covered strawberries 🍓❤️
55,45318621,2019-01-30 04:32:28,These candies are fake chocolate enrobed in a circle like 5 minutes!
56,45318621,2019-01-30 02:35:26,"Hints of coffee, chunks of chocolate mint candies, and a chewy texture that will have you coming bac https://t.co/i3dKbbFI3S"
57,45318621,2019-01-30 01:56:07,"6. Favorite Smell?
I used to smell a candies bag so I like that?
And also cinnamon and chocolate smell I guess"
58,45318621,2019-01-30 01:29:28,"Those ""Turtle Chocolate"" candies are the devil 🍫"
59,45318621,2019-01-30 01:03:05,"So im at a dentist and this little girl came eating a chocolate bar and as soon as shes done her mom whips out a bag on candies for her..,..,"
60,45318621,2019-01-30 00:06:35,"Hard candies that stay in your mouth for a long period of time coat your teeth in sugar, sticky candies leave sticky residue between your teeth, and sour candies are coated in extra sugar and are highly acidic. Things like chocolate and sugar-free gum are better options! https://t.co/5RNuqKdUci"
61,45318621,2019-01-29 23:42:11,"Flowers, chocolate candies, books and a lil cute minion. My bday presents y’all 👼🏼🧜🏽‍♀️"
62,45318621,2019-01-29 22:03:36,"@glassbottommeg @DevolverJM @holliebuckets @majorboredom @FiveOutOfKevin @rje @Worthless_Bums I’m not trying to say a brash blanket statement like “British candies are a million times better”, but I once tried to melt a big bar of Hershey’s chocolate into a saucepan and the entire thing turned into a dried out brown mass within 30s and I had to toss out the pan 👀"
63,45318621,2019-01-29 21:52:10,"@Alex_babybeatle Well then, it was time to head to the shoppe. . . 

Later that afternoon, Freddie was still holding the young one in his arms, as they arrived in the chocolate store.
 He brought him over to all of the colorful candies— gummy bears.

❝What about these, Alex? Do you like gummy
—"
64,45318621,2019-01-29 21:34:54,really like berry/cherry flavored coffees. they really show how close coffee is to dark chocolate in a way and adding cream and sugar makes it straight up taste like cordial candies
65,45318621,2019-01-29 21:20:21,"RT @worldbrandesign: ⠀
LOCO Studio @studio_loco - Fable candies ⠀
. ⠀
Featured: @worldbranddesign ⠀
Submit: https://t.co/UituFPkYHc ⠀
. ⠀
#…"
66,45318621,2019-01-29 21:17:42,"6.) Candles/matches to light your candles for heat.

7.) A metal can to melt snow in, for drinking water.

8.) Hard candies/granola bars/nuts/raisins/chocolate for sustenance.

9.) Snow Brush/Ice scraper (for obvious reasons).

10.) Gasline antifreeze.

11.) Bag of sand"
67,45318621,2019-01-29 20:41:42,"Mimosas &amp; shopping at Sunrise on Main Boutique ✔️
Chocolate from Beerntsen's Candies ✔️
Delicious snacks &amp; hot coffee from The Attic Books and Coffee ✔️

Find it all and more at Galentine's Day on Main! Get your tickets now, you deserve it."
68,45318621,2019-01-29 19:42:27,RT @Lala_Cocinerita: Sooooo how do we feel about chocolate covered strawberry boxes people? Chocolate candies? Cookie dough candies? Romant…
69,45318621,2019-01-29 18:24:54,Sooooo how do we feel about chocolate covered strawberry boxes people? Chocolate candies? Cookie dough candies? Romantic Meals? What are y’all in the mood for with @prettymuch_ca 🧚🏾‍♀️🧚🏽‍♀️
70,45318621,2019-01-29 18:13:02,Because CHOCOLATE. Join us at @ediblesandessentials and check out our awesome array of sweets! From incredible artisan candies in our market to house-made desserts for dine-in or to-go! #edibles #dessert #sweets https://t.co/Tp5dy73WV1
71,45318621,2019-01-29 17:21:31,"RT @worldbrandesign: LOCO Studio - Fable candies
.
#Confectionary #chocolate #packaging #branddesign #packagingdesign #brandidentity #brand…"
72,45318621,2019-01-29 17:00:00,"You may not be able to get those little Sweetheart candies this year, but Chick-fil-A may have found an even better way to say ""I WUV YOU."" https://t.co/aGmOtR9nkN"
73,45318621,2019-01-29 16:16:56,"RT @worldbrandesign: ⠀
LOCO Studio @studio_loco - Fable candies ⠀
. ⠀
Featured: @worldbranddesign ⠀
Submit: https://t.co/UituFPkYHc ⠀
. ⠀
#…"
74,45318621,2019-01-29 16:16:18,"⠀
LOCO Studio @studio_loco - Fable candies ⠀
. ⠀
Featured: @worldbranddesign ⠀
Submit: https://t.co/UituFPkYHc ⠀
. ⠀
#Confectionary #chocolate #candy #packaging #branddesign #packagingdesign #brandidentity #brand #marca #潮牌 #branding #logo #packa… https://t.co/CXqOhBYo7l https://t.co/dLpqegR5v4"
75,45318621,2019-01-29 14:54:27,RT @foxesboo: Burger King is serving a new M&amp;M milkshake swirled with rainbow chocolate candies https://t.co/WkEJh9mdpJ
76,45318621,2019-01-29 14:32:48,@caramelhobs Tiina marmelade candies &amp; kalev white chocolate with strawberry &amp; blueberry flavour
77,45318621,2019-01-29 14:15:54,Love 💕 Makeup smelling like candies and chocolate 🍫 https://t.co/Ot4fKpIXso
78,45318621,2019-01-29 14:07:16,"Happy #nationalpeanutbrittleday 😊 Did you know that “brittle”, a flat hardened sugar candy, is thought to be one of the first candies ever made. No? Well now you do! Come in today and try a free sample of brittle yourself. We have regular and chocolate in store. Happy Tuesday! https://t.co/TRLB5puANy"
79,45318621,2019-01-29 14:03:03,"LOCO Studio - Fable candies
.
#Confectionary #chocolate #packaging #branddesign #packagingdesign #brandidentity #brand #marca #潮牌 #branding #logo #package #empaques #包装 #design #设计 #diseño #worldbranddesign #WBDS

https://t.co/GZ7wgVNgjR https://t.co/2NTRA0MaUI"
80,45318621,2019-01-29 12:10:33,@heidibekah @mindextrose Other mint/chocolate candies are acceptable just not those 2
81,45318621,2019-01-29 11:39:41,Burger King is serving a new M&amp;M milkshake swirled with rainbow chocolate candies https://t.co/WkEJh9mdpJ
82,45318621,2019-01-29 10:18:38,"Getting ready for the chat be like:
•chips
•hot chocolate
•candies
•blanket.
BeforeYouExit ConnorMcDonough RileyMcDonough TobyMcDonough"
83,45318621,2019-01-29 09:36:50,@ECMcLaughlin trump’s cabinet has long reminded me of the last chocolate candies in the sampler that no one ever wants. Whittaker is creamy beige goop 🤢. https://t.co/R0sJcRSWM7
84,45318621,2019-01-29 09:20:04,"We start a new day in #ISM2019, if you are in the fair and you want to taste our newest candies, the vegans (B4), the organics (BIO) or our  tradicional varieties #pineuts #chocolate #creams #caféaulait #sugarfree Visit us at '11.1 Hall, F-037 Stand' We wait you! https://t.co/rCuL77tRmD"
85,45318621,2019-01-29 06:43:33,"RT @thewildSasha: Here is a fake #readingvlog xD I'm rating candies, chocolate and well I'm showing you the Belgian version of a Snowstorm…"
86,45318621,2019-01-29 06:22:37,"@coinculaind One of those huge ice cream desserts in a fancy glass that has like, mint, chocolate, strawberry and vanilla scoops all color coordinated with other candies on top to make it fancy"
87,45318621,2019-01-29 05:48:48,White chocolate and caramel swirl or Milk chocolate dipped caramel candies? 🤔
88,45318621,2019-01-29 05:16:29,"https://t.co/dLtdN2XLWS YUM! Keto Andes Mints fat bombs! These ""Andes Mints"" copycat keto fat bombs really do taste like the candies that you know and love. Also known as Chocolate Peppermint Fat Bombs, these easy keto snacks and keto desserts are perfect when you're looking fo… https://t.co/9ky9jY1oH5"
89,45318621,2019-01-29 05:12:28,"@biskyfresh those edible flowers on fancy salads, mochi, wagashi sweets, strawberry candies, milk chocolate, that kind of thing..!!  like sweet and simple but not overpowering flavors!"
90,45318621,2019-01-29 04:55:31,"T’was visiting my mom and she must have known I was baked. So she asked me to drive her to the gas station.... she walked out with a bag full of chocolate bars, sour candies, n drinks. &lt;333333333333#ilumumma"
91,45318621,2019-01-29 03:57:21,"Being in a candy store now with all the sweets spread in vibrant shades, chocolate in various shapes, boxes of sour candies, and everything he wish he could have as a child brought back memories.

But the place was packed with kids. Got him thinking if he was too old for sweets. https://t.co/cgeDfpuyf0"
92,45318621,2019-01-29 01:55:21,Oh no I ran out of chocolate mushroom candies
93,45318621,2019-01-29 01:50:00,"You may not be able to get those little Sweetheart candies this year, but Chick-fil-A may have found an even better way to say ""I WUV YOU."" https://t.co/28qCRWoH0m"
94,45318621,2019-01-29 01:10:50,"RT @ketodietapp: Orange &amp; Walnut #chocolate Fat Bombs

➡ https://t.co/nlTA2Y7QMS

#fatbomb #glutenfree #keto #ketodessert #ketodiet #ketodi…"
95,45318621,2019-01-29 00:47:11,"RT @ketodietapp: Orange &amp; Walnut #chocolate Fat Bombs

➡ https://t.co/nlTA2Y7QMS

#fatbomb #glutenfree #keto #ketodessert #ketodiet #ketodi…"
96,45318621,2019-01-29 00:40:47,"RT @ketodietapp: Orange &amp; Walnut #chocolate Fat Bombs

➡ https://t.co/nlTA2Y7QMS

#fatbomb #glutenfree #keto #ketodessert #ketodiet #ketodi…"
97,45318621,2019-01-29 00:40:46,"Orange &amp; Walnut #chocolate Fat Bombs

➡ https://t.co/nlTA2Y7QMS

#fatbomb #glutenfree #keto #ketodessert #ketodiet #ketodietapp #lchf #paleo #realfood #sugarfree #vegan #vegetarian #vlckd #weightloss https://t.co/H2jautPS4r"
98,45318621,2019-01-29 00:20:15,"@cookingdiary Sapodilla pie, noni icecream, prawn and ambarella salad, beef steak with stink beans sauce, screwpine leaves chocolate or candies."
99,45318621,2019-01-28 23:23:54,@likealostsoul I have no problem with Valentines for kids. I also get my mom a little something every year since my dad died. He never made a big deal about it but he always gave her a little chocolate rose or a bag of her favorite Dove candies.
100,45318621,2019-01-28 23:03:39,@Sarris_Candies @NicolesChoice1 Yumbo. Loovvvvveeeee chocolate https://t.co/Dxb5wK6nN0
101,45318621,2019-01-28 22:32:12,"Man, I am so jealous of everyone who can get @enjoylifefoods candies near you! I can get their cookies and chocolate chips but that's it.

Someone send me chocolate!!!"
102,45318621,2019-01-28 22:26:42,I got these wafer white chocolate candies #uhm
103,45318621,2019-01-28 22:11:09,SHUT THE FFFFRONT DOOR! My kids aren’t getting chocolate for me to raid?!?! No cookies and candies?!?! What kind of mess is this?!?! First it was no home baked goods which was a kick to the shin because baking is one thing I’m kinda ok at and now NO FOOD OR DRINK 😐😐😐😐
104,45318621,2019-01-28 21:58:40,I prefer white chocolate candies.
105,45318621,2019-01-28 21:57:34,my ride home aka my neighbor and his mom got me white chocolate kettle corn and milano cookies :((( they’re so sweet pls and they give me chinese candies every once in a while
106,45318621,2019-01-28 21:43:06,"RT @Giveaway_Plus: New #AmazonGiveaway 😆📦 (1:3100)

VALENTINES CANDY CARE PACKAGE LOADED GIFT BOX Filled With Valentine Milk Chocolate Hear…"
107,45318621,2019-01-28 21:39:46,"New #AmazonGiveaway 😆📦 (1:3100)

VALENTINES CANDY CARE PACKAGE LOADED GIFT BOX Filled With Valentine Milk Chocolate Hearts, Kisses, Cherry Lips, Seasonal Foil Candies, and More! ...

RT + Enter ➡  https://t.co/jUjoFQ88b2"
108,45318621,2019-01-28 21:19:05,"Our neighbors accidentally got some of our mail in their mailbox and returned it with an apologetic note and a bag of polish chocolate candies. 
Is it wrong to hope that they keep accidentally getting our mail ? #CANDYINMYMOUTHOMNOMNOM"
109,45318621,2019-01-28 20:27:59,@ACurseFromGod Sigh. All the chocolate i have. And some candies too. 🍫🍫🍭 🍭 🍫🍡
110,45318621,2019-01-28 20:00:21,"Valentines Day is right around the corner! And nothing says ""I love you"" better than delicious candies and sweets from The Chocolate Bear Shoppe! Shop local, small batch, and hand made goodies this year and woo your Valentine!
.
.
.
#shopTTCM #local #candy #ValentinesDay #love https://t.co/V32drlc794"
111,45318621,2019-01-28 19:46:27,I want one!!! https://t.co/tAfmtXfLQw
112,45318621,2019-01-28 19:10:00,IMPORTANT: REMEMBER that the new @KKWFRAGRANCE perfumes DON’T come with a GIANT chocolate heart to SMASH open nor does it come with the mini heart CANDIES that @KimKardashian had SPECIALLY made with the perfumes bottles name/ ‘color’ IT’S ONLY FOR PR😂😂😂
113,45318621,2019-01-28 18:16:57,"One thing about Russian candies is creativity with names. This chocolate one with puffed rice is called ""Samurai's wife"" for example. I won't be surprised if next year there will be something new like ""Samurai's mother in law"" or ""Geisha's grandfather"". … https://t.co/xqFxdbVc73 https://t.co/cltTlYmdDE"
114,45318621,2019-01-28 17:32:06,"RT @TeaTimeMag: With only four ingredients, our White Chocolate Mendiants are an easy sweet to make for your next teatime celebration. Gues…"
115,45318621,2019-01-28 17:18:19,"30-day challenge - no cookies, chips, chocolate, candies"
116,45318621,2019-01-28 17:03:36,my mom’s friend brought these really good candies (??) from spain it’s like almond covered with white chocolate and yogurt
117,45318621,2019-01-28 16:52:28,I think literally every person I’ve had even a passing interaction with has sent me the chocolate anus candies link so it’s good to know people really get what I’m about.
118,45318621,2019-01-28 16:01:43,"@simonjwils Add a new Horchata of a Durban's Garam Masala's allspice, apple mint, Indian hot chocolate's cardamom, cloves, fennel's red licorice candies, ginger, Thai marjoram, Thai oregano, and Thai basil, and lemon thyme recreated chicken meats to get creamy chickens."
119,45318621,2019-01-28 15:48:22,Callum Cottington https://t.co/PPziJ9j3ba
120,45318621,2019-01-28 15:48:14,Burger King is serving a new M&amp;M milkshake swirled with rainbow chocolate candies https://t.co/PPziJ9j3ba
121,45318621,2019-01-28 14:50:27,@debrabirnbaum @franklinavenue @JoeOtterson @marcmalkin We currently have a box of milk chocolate candies that no one is eating in the office. It's kind of like a shrine to you. I will save you my milk chocolate from TCA.
122,45318621,2019-01-28 13:23:07,@rottzillasgirl @Sarris_Candies @tattoo49ers @GAstarwarsfan @dega_boy_87 @Jbriggsy_14 @BusseDenise @Pixxydoodle @CupCakeLady1313 @lexcr14 @ND_Designs_ Oh my chocolate!  😆 Thank you Rebekka!
123,45318621,2019-01-28 12:56:27,RT @Aproximine: @Lushlaviee Ask if she gonna eat those chocolate candies on the side.
124,45318621,2019-01-28 09:12:21,Burger King is serving a new M&amp;M milkshake swirled with rainbow chocolate candies https://t.co/KszvoQaDXr
125,45318621,2019-01-28 08:55:02,"RT @TeaTimeMag: With only four ingredients, our White Chocolate Mendiants are an easy sweet to make for your next teatime celebration. Gues…"
126,45318621,2019-01-28 07:15:13,Hey @KimKardashian i know i’m not famous or a family member BUT i would love to get one of those PR packages of your new perfume. I really want all that chocolate/candies 🤤 🙏🏾 ♥️ @KKWFRAGRANCE
127,45318621,2019-01-28 04:25:09,I Love Going to See’s Candies cuz they Always Give me a Sample of Chocolate 😍🍫😋
128,45318621,2019-01-28 03:06:12,@myungeunp You know that chocolate colorful candies 😗
129,45318621,2019-01-28 02:58:21,"Before you ask, well, there's squidgy jubey ones, there's sucking candies, there's chocolate which isn't candy but is an honorary member of the candy family, sour candy, obviously."
130,45318621,2019-01-28 02:47:09,@MKDouma6 they're chocolate candies for those who are extra confused
131,45318621,2019-01-28 02:42:07,Seriously too filling today... Then we had to buy chocolate chips from sees Candies . . . . https://t.co/euvJ7nVI1Q
132,45318621,2019-01-28 02:38:04,Kim K didn’t send me a chocolate heart with candies &amp; perfume in it? It probably got lost in the mail otherwise she’s a rude ass bitch
133,45318621,2019-01-28 02:18:13,"A close-up of our goodie box. 7 Chocolate Covered Strawberries, Homemade Chocolate Almond Toffee, and Candies. $25 plus tax. ❤️ @ Chef Candace https://t.co/IoOGSLTPZj"
134,45318621,2019-01-28 02:04:25,"@ARBITRARYMARTYR (( yw!! it's reinforcement! you can make the rewards little candies (i like to use dark chocolate sometimes) or screen time or anything else, as long as you commit to finishing what you need to do in a timely manner. you can do it! and lmk if u want or need help with anything!"
135,45318621,2019-01-28 01:53:11,"I used to not like those chocolate candies that are filled with like that one stuff that’s either like pink or orange, but now I love them ://"
136,45318621,2019-01-28 01:25:59,RT @jimwilsonRVA: The @VAProStart students from @ecghighschool and @HHS_Pioneers are tempering chocolate to create chocolate candies at the…
137,45318621,2019-01-28 01:05:25,"RT @Giveaway_Plus: New #AmazonGiveaway 😃📦 (1:3100)

VALENTINES CANDY CARE PACKAGE LOADED GIFT BOX Filled With Valentine Milk Chocolate Hear…"
138,45318621,2019-01-28 00:55:58,"New #AmazonGiveaway 😃📦 (1:3100)

VALENTINES CANDY CARE PACKAGE LOADED GIFT BOX Filled With Valentine Milk Chocolate Hearts, Kisses, Cherry Lips, Seasonal Foil Candies, and More! ...

RT + Enter ➡  https://t.co/7cIL2WHyQQ"
139,45318621,2019-01-28 00:44:37,i'm also planning something for kanon but i'm not quite as sure what to get her? like chocolate for annu and pink cutesy candies for kurumin seem like easy choices but idk for kanon...
140,45318621,2019-01-28 00:37:11,"Hints of coffee, chunks of chocolate mint candies, and a chewy texture that will have you coming bac https://t.co/Px4cEzTgHv"
141,45318621,2019-01-28 00:15:18,"@FGCYaksha I’m fine with macarons,parfaits, daifuku, mochi ice cream, cheesecake, anything milk chocolate and caramel! Anything green tea or matcha, coconut or pineapple candies and sweets, cupcakes with buttercream frosting and  MUST HAVE EDIBLE GLITTER ON IT! Black ice cream,froyo, etc.💕"
142,45318621,2019-01-27 23:47:30,"@nobby___ ""real spit i'm carrying three different types of chocolate candies and also some spicy lollipops in my carry-on, serve yourselves if u want lol"""
143,45318621,2019-01-27 23:30:50,Priest blessed chocolate candies today
144,45318621,2019-01-27 23:19:28,"RT @MyOnlineDD: https://t.co/DJRUb5Eehg ; Weed, Edibles, Medicated Candies, Medicated Chocolate bars, thc oils, dabs, concentrates, and mor…"
145,45318621,2019-01-27 22:59:33,"@anna_cirignano The creation of the first modern chocolate bar was credited by Joseph Fry, who in 1847 discovered that he could make a moldable chocolate paste by adding melted cacao butter back into Dutch cocoa. By 1868, a little company called Cadbury was marketing boxes of chocolate candies."
